1,3,312.94,-773.22
2,3,312.94,-773.22
3,3,312.94,-773.22
4,3,312.94,-773.21
5,3,312.93,-773.21
6,3,312.93,-773.2
7,3,312.93,-773.2
8,3,312.93,-773.19
9,3,312.93,-773.19
10,3,312.93,-773.18
11,3,312.92,-773.18
12,3,312.92,-773.17
13,3,312.92,-773.17
14,3,312.92,-773.17
15,3,312.92,-773.16
16,3,312.92,-773.16
17,3,312.92,-773.15
18,3,312.91,-773.15
19,3,312.91,-773.14
20,3,312.91,-773.14
21,3,312.91,-773.13
22,3,312.91,-773.13
23,3,312.91,-773.12
24,3,312.9,-773.12
25,3,312.9,-773.11
26,3,312.9,-773.11
27,3,312.9,-773.1
28,3,312.9,-773.1
29,3,312.9,-773.1
30,3,312.9,-773.09
31,3,312.89,-773.09
32,3,312.89,-773.08
33,3,312.89,-773.08
34,3,312.89,-773.07
35,3,312.89,-773.07
36,3,312.89,-773.06
37,3,312.88,-773.06
38,3,312.88,-773.05
39,3,312.88,-773.05
40,3,312.88,-773.04
41,3,312.88,-773.04
42,3,312.88,-773.03
43,3,312.88,-773.03
44,3,312.87,-773.02
45,3,312.87,-773.02
46,3,312.87,-773.02
47,3,312.87,-773.01
48,3,312.87,-773.01
49,3,312.87,-773
50,3,312.86,-773
51,3,312.86,-772.99
52,3,312.86,-772.99
53,3,312.86,-772.98
54,3,312.86,-772.98
55,3,312.86,-772.97
56,3,312.85,-772.97
57,3,312.85,-772.96
58,3,312.85,-772.96
59,3,312.85,-772.95
60,3,312.85,-772.95
61,3,312.85,-772.94
62,3,312.85,-772.94
63,3,312.84,-772.93
64,3,312.84,-772.93
65,3,312.84,-772.92
66,3,312.84,-772.92
67,3,312.84,-772.92
68,3,312.84,-772.91
69,3,312.83,-772.91
70,3,312.83,-772.9
71,3,312.83,-772.9
72,3,312.83,-772.89
73,3,312.83,-772.89
74,3,312.83,-772.88
75,3,312.83,-772.88
76,3,312.82,-772.87
77,3,312.82,-772.87
78,3,312.82,-772.86
79,3,312.82,-772.86
80,3,312.82,-772.85
81,3,312.82,-772.85
82,3,312.81,-772.84
83,3,312.81,-772.84
84,3,312.81,-772.83
85,3,312.81,-772.83
86,3,312.81,-772.82
87,3,312.81,-772.82
88,3,312.8,-772.81
89,3,312.8,-772.81
90,3,312.8,-772.8
91,3,312.8,-772.8
92,3,312.8,-772.79
93,3,312.8,-772.79
94,3,312.8,-772.78
95,3,312.79,-772.78
96,3,312.79,-772.77
97,3,312.79,-772.77
98,3,312.79,-772.76
99,3,312.79,-772.76
100,3,312.79,-772.76
101,3,312.78,-772.75
102,3,312.78,-772.75
103,3,312.78,-772.74
104,3,312.78,-772.74
105,3,312.78,-772.73
106,3,312.78,-772.73
107,3,312.77,-772.72
108,3,312.77,-772.72
109,3,312.77,-772.71
110,3,312.77,-772.71
111,3,312.77,-772.7
112,3,312.77,-772.7
113,3,312.77,-772.69
114,3,312.76,-772.69
115,3,312.76,-772.68
116,3,312.76,-772.68
117,3,312.76,-772.67
118,3,312.76,-772.67
119,3,312.76,-772.66
120,3,312.75,-772.66
121,3,312.75,-772.65
122,3,312.75,-772.65
123,3,312.75,-772.64
124,3,312.75,-772.64
125,3,312.75,-772.63
126,3,312.74,-772.63
127,3,312.74,-772.62
128,3,312.74,-772.62
129,3,312.74,-772.61
130,3,312.74,-772.61
131,3,312.74,-772.6
132,3,312.73,-772.6
133,3,312.73,-772.59
134,3,312.73,-772.59
135,3,312.73,-772.58
136,3,312.73,-772.58
137,3,312.73,-772.57
138,3,312.73,-772.57
