1,1,332,-814
2,1,332,-814
3,1,332,-814
4,1,332,-814
5,1,332,-814
6,1,332,-814
7,1,332,-814
8,1,332,-814
9,1,332,-814
10,1,332,-814
11,1,332,-814
12,1,332,-814
13,1,332,-814
14,1,332,-814
15,1,332,-814
16,1,332,-814
17,1,332,-814
18,1,332,-814
19,1,332,-814
20,1,332,-814
21,1,332,-814
22,1,332,-814
23,1,332,-814
24,1,332,-814
25,1,332,-814
26,1,332,-814
27,1,332,-814
28,1,332,-814
29,1,332,-814
30,1,332,-814
31,1,332,-814
32,1,332,-814
33,1,332,-814
34,1,332,-814
35,1,332,-814
36,1,332,-814
37,1,332,-814
38,1,332,-814
39,1,332,-814
40,1,332,-814
41,1,332,-814
42,1,332,-814
43,1,332,-814
44,1,332,-814
45,1,332,-814
46,1,332,-814
47,1,332,-814
48,1,332,-814
49,1,332,-814
50,1,332,-814
51,1,332,-814
52,1,332,-814
53,1,332,-814
54,1,332,-814
55,1,332,-814
56,1,332,-814
57,1,332,-814
58,1,332,-814
59,1,332,-814
60,1,332,-814
61,1,332,-814
62,1,332,-814
63,1,332,-814
64,1,332,-814
65,1,332,-814
66,1,332,-814
67,1,332,-814
68,1,332,-814
69,1,332,-814
70,1,332,-814
71,1,332,-814
72,1,332,-814
73,1,332,-814
74,1,332,-814
75,1,332,-814
76,1,332,-814
77,1,332,-814
78,1,332,-814
79,1,332,-814
80,1,332,-814
81,1,332,-814
82,1,332,-814
83,1,332,-814
84,1,332,-814
85,1,332,-814
86,1,332,-814
87,1,332,-814
88,1,332,-814
89,1,332,-814
90,1,332,-814
91,1,332,-814
92,1,332,-814
93,1,332,-814
94,1,332,-814
95,1,332,-814
96,1,332,-814
97,1,332,-814
98,1,332,-814
99,1,332,-814
100,1,332,-814
101,1,332,-814
102,1,332,-814
103,1,332,-814
104,1,332,-814
105,1,332,-814
106,1,332,-814
107,1,332,-814
108,1,332,-814
109,1,332,-814
110,1,332,-814
111,1,332,-814
112,1,332,-814
113,1,332,-814
114,1,332,-814
115,1,332,-814
116,1,332,-814
117,1,332,-814
118,1,332,-814
119,1,332,-814
120,1,332,-814
121,1,332,-814
122,1,332,-814
123,1,332,-814
124,1,332,-814
125,1,332,-814
126,1,332,-814
127,1,332,-814
128,1,332,-814
129,1,332,-814
130,1,332,-814
131,1,332,-814
132,1,332,-814
133,1,332,-814
134,1,332,-814
135,1,332,-814
136,1,332,-814
137,1,332,-814
138,1,332,-814
139,1,332,-814
140,1,332,-814
141,1,332,-814
142,1,332,-814
143,1,332,-814
144,1,332,-814
145,1,332,-814
146,1,332,-814
147,1,332,-814
148,1,332,-814
149,1,332,-814
150,1,332,-814
151,1,332,-814
152,1,332,-814
153,1,332,-814
154,1,332,-814
155,1,332,-814
156,1,332,-814
157,1,332,-814
158,1,332,-814
159,1,332,-814
160,1,332,-814
161,1,332,-814
162,1,332,-814
163,1,332,-814
164,1,332,-814
165,1,332,-814
166,1,332,-814
167,1,332,-814
168,1,332,-814
169,1,332,-814
170,1,332,-814
171,1,332,-814
172,1,332,-814
173,1,332,-814
174,1,332,-814
175,1,332,-814
176,1,332,-814
177,1,332,-814
178,1,332,-814
179,1,332,-814
180,1,332,-814
181,1,332,-814
182,1,332,-814
183,1,332,-814
184,1,332,-814
185,1,332,-814
186,1,332,-814
187,1,332,-814
188,1,332,-814
189,1,332,-814
190,1,332,-814
191,1,332,-814
192,1,332,-814
193,1,332,-814
194,1,332,-814
195,1,332,-814
196,1,332,-814
197,1,332,-814
198,1,332,-814
199,1,332,-814
200,1,332,-814
201,1,332,-814
202,1,332,-814
203,1,332,-814
204,1,332,-814
205,1,332,-814
206,1,332,-814
207,1,332,-814
208,1,332,-814
209,1,332,-814
210,1,332,-814
211,1,332,-814
212,1,332,-814
213,1,332,-814
214,1,332,-814
215,1,332,-814
216,1,332,-814
217,1,332,-814
218,1,332,-814
219,1,332,-814
220,1,332,-814
221,1,332,-814
222,1,332,-814
223,1,332,-814
224,1,332,-814
225,1,332,-814
226,1,332,-814
227,1,332,-814
228,1,332,-814
229,1,332,-814
230,1,332,-814
231,1,332,-814
232,1,332,-814
233,1,332,-814
234,1,332,-814
235,1,332,-814
236,1,332,-814
237,1,332,-814
238,1,332,-814
239,1,332,-814
240,1,332,-814
241,1,332,-814
242,1,332,-814
243,1,332,-814
244,1,332,-814
245,1,332,-814
246,1,332,-814
247,1,332,-814
248,1,332,-814
249,1,332,-814
250,1,332,-814
251,1,332,-814
252,1,332,-814
253,1,332,-814
254,1,332,-814
255,1,332,-814
256,1,332,-814
257,1,332,-814
258,1,332,-814
259,1,332,-814
260,1,332,-814
